,nip_szukany,regon14,nip,nazwa,nazwaskrocona,numerwrejestrzeewidencji,datapowstania,datarozpoczeciadzialalnosci,datawpisudoregon,datazawieszeniadzialalnosci,datawznowieniadzialalnosci,datazaistnieniazmiany,datazakonczeniadzialalnosci,dataskresleniazregon,adsiedzkraj_symbol,adsiedzwojewodztwo_symbol,adsiedzpowiat_symbol,adsiedzgmina_symbol,adsiedzkodpocztowy,adsiedzmiejscowoscpoczty_symbol,adsiedzmiejscowosc_symbol,adsiedzulica_symbol,adsiedznumernieruchomosci,adsiedznumerlokalu,adsiedznietypowemiejscelokalizacji,numertelefonu,numerwewnetrznytelefonu,numerfaksu,adresemail,adresstronyinternetowej,adresemail2,adkorkraj_symbol,adkorwojewodztwo_symbol,adkorpowiat_symbol,adkorgmina_symbol,adkorkodpocztowy,adkormiejscowoscipoczty_symbol,adkormiejscowosc_symbol,adkorulica_symbol,adkornumernieruchomosci,adkornumerlokalu,adkornietypowemiejscelokalizacji,adkornazwapodmiotudokorespondencji,adsiedzkraj_nazwa,adsiedzwojewodztwo_nazwa,adsiedzpowiat_nazwa,adsiedzgmina_nazwa,adsiedzmiejscowosc_nazwa,adsiedzmiejscowoscpoczty_nazwa,adsiedzulica_nazwa,adkorkraj_nazwa,adkorwojewodztwo_nazwa,adkorpowiat_nazwa,adkorgmina_nazwa,adkormiejscowosc_nazwa,adkormiejscowoscpoczty_nazwa,adkorulica_nazwa,podstawowaformaprawna_symbol,szczegolnaformaprawna_symbol,formafinansowania_symbol,formawlasnosci_symbol,organzalozycielski_symbol,organrejestrowy_symbol,rodzajrejestruewidencji_symbol,podstawowaformaprawna_nazwa,szczegolnaformaprawna_nazwa,formafinansowania_nazwa,formawlasnosci_nazwa,organzalozycielski_nazwa,organrejestrowy_nazwa,rodzajrejestruewidencji_nazwa,jednosteklokalnych,datawpisudorejestruewidencji,adkormiejscowoscipoczty_nazwa
278,8641146227,29114196000000,8641146227,POWIATOWY URZĄD PRACY W SANDOMIERZU,POW.URZĄD PRAC.W SANDOMIERZU,,2000-01-01,2000-01-01,,,,2008-11-18,,,PL,26,09,011,27600,0980926,0980926,12740,34,,,,,,kisa@praca.gov.pl,www.pup-sandomierz.neostrada.pl,,,,,,,,,,,,,,POLSKA,ŚWIĘTOKRZYSKIE,sandomierski,Sandomierz,Sandomierz,Sandomierz,ul. Adama Mickiewicza,,,,,,,,2,430,2,113,260260900,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU SANDOMIERSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
279,6631403213,29114178100000,6631403213,POWIATOWY URZĄD PRACY W SKARŻYSKU-KAMIENNEJ,PUP SKARŻYSKO-KAM.,,2000-01-01,2000-01-01,,,,2023-12-18,,,PL,26,10,011,26110,0947716,0947716,19900,20,,,412517300,,412517306,kisk@praca.gov.pl,www.pupskarzysko.pl,,,,,,,,,,,,,,POLSKA,ŚWIĘTOKRZYSKIE,skarżyski,Skarżysko-Kamienna,Skarżysko-Kamienna,Skarżysko-Kamienna,ul. Sikorskiego,,,,,,,,2,430,2,113,260261000,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU SKARŻYSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
280,6641037193,29114005000000,6641037193,POWIATOWY URZĄD PRACY W STARACHOWICACH,PUP STARACHOWICE,,2000-01-01,2000-01-01,,,,2008-11-12,,,PL,26,11,011,27200,0947930,0947930,18316,76,,,0412754539,,0412740640,pup@pup-starachowice.pl,www.pup-starachowice.pl,,,,,,,,,,,,,,POLSKA,ŚWIĘTOKRZYSKIE,starachowicki,Starachowice,Starachowice,Starachowice,ul. Radomska,,,,,,,,2,430,2,113,260261100,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU STARACHOWICKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
281,8661293380,29114308200000,8661293380,POWIATOWY URZĄD PRACY W STASZOWIE,PUP STASZÓW,,2000-01-01,2000-01-01,,,,2017-02-01,,,PL,26,12,074,28200,0981274,0981274,21970,4,,,0158643885,,0158643885,sekretariat@staszow.praca.gov.pl,www.pupstaszow.pl,,,,,,,,,,,,,,POLSKA,ŚWIĘTOKRZYSKIE,staszowski,Staszów,Staszów,Staszów,ul. Szkolna,,,,,,,,2,430,2,113,260261200,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU STASZOWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
282,6561720479,29114584000000,6561720479,POWIATOWY URZĄD PRACY WE WŁOSZCZOWIE,PUP,,2000-01-01,2000-01-01,,,,2008-11-28,,,PL,26,13,064,29100,0948472,0948472,21271,11,,,0410413943540,,0413943765,kiwl@praca.gov.pl,www.pupwloszczowa.pl,,,,,,,,,,,,,,POLSKA,ŚWIĘTOKRZYSKIE,włoszczowski,Włoszczowa,Włoszczowa,Włoszczowa,ul. Strażacka,,,,,,,,2,430,2,113,260261300,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU WŁOSZCZOWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
283,7393187854,51132639300000,7393187854,WOJEWÓDZKI URZĄD PRACY W OLSZTYNIE,,,2000-09-18,2001-01-01,,,,2008-11-03,,,PL,28,62,011,10448,0964465,0964465,05627,28,,,0895227900,,0895227901,olwu@up.gov.pl,www.up.gov.pl,,,,,,,,,,,,,,POLSKA,WARMIŃSKO-MAZURSKIE,Olsztyn,Olsztyn,Olsztyn,Olsztyn,ul. Bartosza Głowackiego,,,,,,,,2,431,2,113,250280000,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,WOJEWÓDZKIE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,MARSZAŁEK WOJEWÓDZTWA WARMIŃSKO - MAZURSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,2,2000-09-18,
284,7431693968,51093016400000,7431693968,POWIATOWY URZĄD PRACY,,,2000-01-01,2000-01-11,,,,2008-11-03,,,PL,28,01,011,11200,0964583,0964583,06188,1,,,0897626222,,0897625318,olba@praca.gov.pl,,,,,,,,,,,,,,,POLSKA,WARMIŃSKO-MAZURSKIE,bartoszycki,Bartoszyce,Bartoszyce,Bartoszyce,ul. Grota-Roweckiego,,,,,,,,2,430,2,113,260280100,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU BARTOSZYCKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
285,5821491355,17078311900000,5821491355,POWIATOWY URZĄD PRACY W BRANIEWIE,PUP,,1993-01-01,1993-01-01,,,,2008-10-29,,,PL,28,02,011,14500,0932710,0932710,09572,118,,,0556443222,,0556443224,,,,,,,,,,,,,,,,POLSKA,WARMIŃSKO-MAZURSKIE,braniewski,Braniewo,Braniewo,Braniewo,ul. Kościuszki,,,,,,,,2,430,2,113,260280200,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU BRANIEWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,1993-01-01,
286,5711034711,51093639100000,5711034711,POWIATOWY URZĄD PRACY W DZIAŁDOWIE,PUP,,2000-01-01,2000-01-27,,,,2008-10-29,,,PL,28,03,011,13200,0930609,0930609,02844,6,,,023023 6975900,264,023 6975904,oldz@praca.gov.pl,http://pup.dzialdowo.sisco.info,,,,,,,,,,,,,,POLSKA,WARMIŃSKO-MAZURSKIE,działdowski,Działdowo,Działdowo,Działdowo,ul. Chopina,,,,,,,,2,430,2,113,260280300,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU DZIAŁDOWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
287,5782608266,17078298200000,5782608266,POWIATOWY URZĄD PRACY W ELBLĄGU,,,1993-01-06,2000-01-01,,,,2008-11-13,,,PL,28,61,011,82300,0932703,0932703,19506,24,,,0550552376700,,05505523476799,,,,,,,,,,,,,,,,POLSKA,WARMIŃSKO-MAZURSKIE,Elbląg,Elbląg,Elbląg,Elbląg,ul. Saperów,,,,,,,,2,430,2,113,270286101,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,PREZYDENT MIASTA ELBLĄG,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,1993-01-06,
288,8481603092,79002606800000,8481603092,POWIATOWY URZĄD PRACY,,,1992-12-11,1992-12-11,,,,2017-02-01,,,PL,28,05,011,19300,0977670,0977670,21614,38,,,6108866,,0876290204,olek@praca.gov.pl,www.pup.elk.pl,,,,,,,,,,,,,,POLSKA,WARMIŃSKO-MAZURSKIE,ełcki,Ełk,Ełk,Ełk,ul. Suwalska,,,,,,,,2,430,2,113,260280500,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU EŁCKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
289,8451711664,51094186000000,8451711664,POWIATOWY URZĄD PRACY W GIŻYCKU,,,2000-01-01,2000-01-01,,,,2017-06-29,,,PL,28,06,011,11500,0977692,0977692,05431,11,,,874296440,,874296475,olgi@PRACA.GOV.PL,GIZYCKO.PUP.GOV.PL,,,,,,,,,,,,,,POLSKA,WARMIŃSKO-MAZURSKIE,giżycki,Giżycko,Giżycko,Giżycko,ul. Gdańska,,,,,,,,2,430,2,113,260280600,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU GIŻYCKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
290,8471462141,51143398200000,8471462141,POWIATOWY URZĄD PRACY W GOŁDAPI,,,2002-01-01,2002-01-01,,,,2008-11-04,,,PL,28,18,034,19500,0977700,0977700,26464,18,,,0876150395,,0876150395,olgo@praca.gov.pl,www.goldap.pup.gov.pl,,,,,,,,,,,,,,POLSKA,WARMIŃSKO-MAZURSKIE,gołdapski,Gołdap,Gołdap,Gołdap,ul. Żeromskiego,,,,,,,,2,430,2,113,260281800,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU GOŁDAPSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2002-01-01,
291,7441528952,51092816700000,7441528952,POWIATOWY URZĄD PRACY W IŁAWIE,PUP W IŁAWIE,,2000-01-01,2000-01-05,,,,2010-07-29,,,PL,28,07,011,14200,0964650,0964650,11926,8 B,,,896495502,258,896495502,OLIL@PRACA.GOV.PL,PUP.ILAWA.PL,,,,,,,,,,,,,,POLSKA,WARMIŃSKO-MAZURSKIE,iławski,Iława,Iława,Iława,ul. 1 Maja,,,,,,,,2,430,2,113,260280700,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU IŁAWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
292,7421015669,51093175500000,7421015669,POWIATOWY URZĄD PRACY W KĘTRZYNIE,PUP W KĘTRZYNIE,,1999-01-01,1999-01-01,,,,2016-02-29,,,PL,28,08,011,11400,0964710,0964710,16579,11,,,897525730,,897525731,poczta@ketrzyn.praca.gov.pl,http://ketrzyn.praca.gov.pl,,,,,,,,,,,,,,POLSKA,WARMIŃSKO-MAZURSKIE,kętrzyński,Kętrzyn,Kętrzyn,Kętrzyn,ul. Pocztowa,,,,,,,,2,430,2,113,260280800,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU KĘTRZYŃSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
293,7431718303,17078297600000,7431718303,POWIATOWY URZĄD PRACY W LIDZBARKU WARMIŃSKIM,,,1993-01-01,1993-01-01,,,,2008-11-07,,,PL,28,09,011,11100,0964732,0964732,03811,8,,,0550897673339,,0550897673566,OLLI@PRACA.GOV.PL,PUPLIDZBARK.PL,,,,,,,,,,,,,,POLSKA,WARMIŃSKO-MAZURSKIE,lidzbarski,Lidzbark Warmiński,Lidzbark Warmiński,Lidzbark Warmiński,ul. Dębowa,,,,,,,,2,430,2,113,260280900,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU LIDZBARSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,1993-01-01,
294,7421892258,51092871800000,7421892258,POWIATOWY URZĄD PRACY,PUP,,2000-01-01,2000-01-01,,,,2021-10-15,,,PL,28,10,011,11700,0964896,0964896,09276,1,,,897433500,,897433501,sekretariat@mrągowo.praca.gov.pl,www.mragowo.praca.gov.pl,,,,,,,,,,,,,,POLSKA,WARMIŃSKO-MAZURSKIE,mrągowski,Mrągowo,Mrągowo,Mrągowo,ul. Kopernika,,,,,,,,2,430,2,113,260281000,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU MRĄGOWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
295,7451075498,51092870100000,7451075498,POWIATOWY URZĄD PRACY W NIDZICY,PUP NIDZICA,,2000-01-01,2000-01-01,,,,2024-04-08,,,PL,28,11,044,13100,0964904,0964904,22961,23,,,896250130,,896250139,olni@up.gov.pl,nidzica.praca.gov.pl,,,,,,,,,,,,,,POLSKA,WARMIŃSKO-MAZURSKIE,nidzicki,Nidzica,Nidzica,Nidzica,ul. Traugutta,,,,,,,,2,430,2,113,260281100,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU NIDZICKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
296,8771331816,51092961700000,8771331816,POWIATOWY URZĄD PRACY W NOWYM MIEŚCIE LUBAWSKIM,,,2000-01-01,2000-01-01,,,,2008-10-29,,,PL,28,12,011,13300,0983563,0983563,06260,3,,,0560564724280,,0560564724290,olno@praca.gov.pl,www.pupnowemiastolubawskie.pl,,,,,,,,,,,,,,POLSKA,WARMIŃSKO-MAZURSKIE,nowomiejski,Nowe Miasto Lubawskie,Nowe Miasto Lubawskie,Nowe Miasto Lubawskie,ul. Grunwaldzka,,,,,,,,2,430,2,113,260281200,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU NOWOMIEJSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
297,8471407395,51093402100000,8471407395,POWIATOWY URZĄD PRACY W OLECKU,PUP,,2000-01-01,2000-01-01,,,,2008-12-30,,,PL,28,13,044,19400,0977798,0977798,00432,30,,,0875203078,,0875202746,biuro@pup.olecko.pl,www.pup.olecko.pl,,,,,,,,,,,,,,POLSKA,WARMIŃSKO-MAZURSKIE,olecki,Olecko,Olecko,Olecko,ul. Armii Krajowej,,,,,,,,2,430,2,113,260281300,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU OLECKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
298,7393127639,51095687300000,7393127639,MIEJSKI URZĄD PRACY W OLSZTYNIE,MUP,,2000-03-29,2000-03-29,,,,2008-11-17,,,PL,28,62,011,10450,0964465,0964465,38558,64 B,,,0890895372800,,0890895372801,olo1@up.gov.pl,bip-mup.olsztyn.ibip.pl,,,,,,,,,,,,,,POLSKA,WARMIŃSKO-MAZURSKIE,Olsztyn,Olsztyn,Olsztyn,Olsztyn,Aleja Marszałka Józefa Piłsudskiego,,,,,,,,2,430,2,113,270286201,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,PREZYDENT MIASTA OLSZTYN,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-03-29,
299,7391423121,51092887100000,7391423121,URZĄD PRACY POWIATU OLSZTYŃSKIEGO,UPPO,,2000-01-01,2000-01-06,,,,2013-10-30,,,PL,28,62,011,10450,0964465,0964465,38558,64B,,,895372800,,895345001,olol@up.gov.pl,,,,,,,,,,,,,,,POLSKA,WARMIŃSKO-MAZURSKIE,Olsztyn,Olsztyn,Olsztyn,Olsztyn,Aleja Marszałka Józefa Piłsudskiego,,,,,,,,2,430,2,113,200280000,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,WOJEWODA WARMIŃSKO-MAZURSKI,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
300,7411821179,51093013500000,7411821179,POWIATOWY URZĄD PRACY W OSTRÓDZIE,PUP,,2000-01-01,2000-01-11,,,,2012-06-20,,,PL,28,15,011,14100,0964927,0964927,20431,5,,,896429510,,896462956,,,,,,,,,,,,,,,,POLSKA,WARMIŃSKO-MAZURSKIE,ostródzki,Ostróda,Ostróda,Ostróda,ul. Jana III Sobieskiego,,,,,,,,2,430,2,113,260281500,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU OSTRÓDZKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
301,8491433349,51093106300000,8491433349,POWIATOWY URZĄD PRACY W PISZU,PUP W PISZU,,2000-01-01,2000-01-01,,,,2024-05-10,,,PL,28,16,034,12200,0977835,0977835,25354,2,,,874252430,,874252440,OLPI@PRACA.GOV.PL,PISZ.PRACA.GOV.PL,,,,,,,,,,,,,,POLSKA,WARMIŃSKO-MAZURSKIE,piski,Pisz,Pisz,Pisz,ul. Jana Onufrego Zagłoby,,,,,,,,2,430,2,113,260281600,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU PISKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
302,7451630072,51093154800000,7451630072,POWIATOWY URZĄD PRACY W SZCZYTNIE,,,1993-01-01,1993-01-01,,,,2014-06-02,,,PL,28,17,011,12100,0964991,0964991,16961,4,,,896243287,,896243287,,,,,,,,,,,,,,,,POLSKA,WARMIŃSKO-MAZURSKIE,szczycieński,Szczytno,Szczytno,Szczytno,ul. Wincentego Pola,,,,,,,,2,430,2,113,260281700,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU SZCZYCIEŃSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,1993-01-01,
303,8451799363,51143399900000,8451799363,POWIATOWY URZĄD PRACY W WĘGORZEWIE,PUP,,2002-01-01,2002-01-01,,,,2019-02-20,,,PL,28,19,034,11600,0977947,0977947,37883,16A,,,874296900,,874296901,,www.wegorzewo.praca.gov.pl,,,,,,,,,,,,,,POLSKA,WARMIŃSKO-MAZURSKIE,węgorzewski,Węgorzewo,Węgorzewo,Węgorzewo,ul. Generała Józefa Bema,,,,,,,,2,430,2,113,260281900,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU WĘGORZEWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
304,7781379161,63976996400000,7781379161,WOJEWÓDZKI URZĄD PRACY W POZNANIU,WOJ.URZĄD PRACY,,2000-05-06,2000-05-06,,,,2017-01-01,,,PL,30,64,059,61754,0970224,0970224,22273,14,,,618463819,,,WUP@WUP.POZNAN.PL,,,,,,,,,,,,,,,POLSKA,WIELKOPOLSKIE,Poznań,Poznań-Stare Miasto,Poznań,Poznań,ul. Szyperska,,,,,,,,2,431,2,113,250300000,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,WOJEWÓDZKIE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,MARSZAŁEK WOJEWÓDZTWA WIELKOPOLSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
